AOIName,FixationDuration,Stimulus,Participant
NT4-L05,3366.0,NT4.PNG,P06_2
NT4-L06,2832.0,NT4.PNG,P06_2
NT4-L02,384.0,NT4.PNG,P07
NT4-L01,300.0,NT4.PNG,P07
NT4-L02,217.0,NT4.PNG,P07
NT4-L01,1699.0,NT4.PNG,P07
NT4-L02,2200.0,NT4.PNG,P07
NT4-L03,2015.0,NT4.PNG,P07
NT4-L04,1866.0,NT4.PNG,P07
NT4-L05,1266.0,NT4.PNG,P07
NT4-L06,817.0,NT4.PNG,P07
NT4-L03,216.0,NT4.PNG,P07
NT4-L02,650.0,NT4.PNG,P07
NT4-L03,933.0,NT4.PNG,P07
NT4-L04,516.0,NT4.PNG,P07
NT4-L03,233.0,NT4.PNG,P07_2
NT4-L02,133.0,NT4.PNG,P07_2
NT4-L01,1768.0,NT4.PNG,P07_2
NT4-L02,716.0,NT4.PNG,P07_2
NT4-L01,467.0,NT4.PNG,P07_2
NT4-L02,1682.0,NT4.PNG,P07_2
NT4-L03,1182.0,NT4.PNG,P07_2
NT4-L04,1366.0,NT4.PNG,P07_2
NT4-L05,734.0,NT4.PNG,P07_2
NT4-L06,733.0,NT4.PNG,P07_2
NT4-L02,416.0,NT4.PNG,P07_2
NT4-L01,67.0,NT4.PNG,P07_2
NT4-L03,133.0,NT4.PNG,P08
NT4-L02,133.0,NT4.PNG,P08
NT4-L01,433.0,NT4.PNG,P08
NT4-L02,167.0,NT4.PNG,P08
NT4-L01,183.0,NT4.PNG,P08
NT4-L02,4396.0,NT4.PNG,P08
NT4-L03,133.0,NT4.PNG,P08
NT4-L02,233.0,NT4.PNG,P08
NT4-L03,4098.0,NT4.PNG,P08
NT4-L04,350.0,NT4.PNG,P08
NT4-L03,500.0,NT4.PNG,P08
NT4-L04,117.0,NT4.PNG,P08
NT4-L03,117.0,NT4.PNG,P08
NT4-L04,2815.0,NT4.PNG,P08
NT4-L05,67.0,NT4.PNG,P08
NT4-L04,483.0,NT4.PNG,P08
NT4-L05,233.0,NT4.PNG,P08
NT4-L04,100.0,NT4.PNG,P08
NT4-L05,433.0,NT4.PNG,P08
NT4-L04,133.0,NT4.PNG,P08
NT4-L05,1615.0,NT4.PNG,P08
NT4-L06,1782.0,NT4.PNG,P08
NT4-L03,167.0,NT4.PNG,P08
NT4-L02,250.0,NT4.PNG,P08
NT4-L01,300.0,NT4.PNG,P08
NT4-L02,1798.0,NT4.PNG,P08
NT4-L03,433.0,NT4.PNG,P08
NT4-L04,217.0,NT4.PNG,P09
NT4-L01,3465.0,NT4.PNG,P09
NT4-L02,3897.0,NT4.PNG,P09
NT4-L03,83.0,NT4.PNG,P09
NT4-L02,816.0,NT4.PNG,P09
NT4-L03,600.0,NT4.PNG,P09
NT4-L02,250.0,NT4.PNG,P09
NT4-L03,917.0,NT4.PNG,P09
NT4-L04,799.0,NT4.PNG,P09
NT4-L03,682.0,NT4.PNG,P09
NT4-L04,250.0,NT4.PNG,P09
NT4-L03,583.0,NT4.PNG,P09
NT4-L04,800.0,NT4.PNG,P09
NT4-L05,667.0,NT4.PNG,P09
NT4-L04,100.0,NT4.PNG,P09
NT4-L05,2349.0,NT4.PNG,P09
NT4-L06,883.0,NT4.PNG,P09
NT4-L02,800.0,NT4.PNG,P09
NT4-L03,1484.0,NT4.PNG,P09
NT4-L04,1050.0,NT4.PNG,P09
NT4-L03,150.0,NT4.PNG,P09
NT4-L02,466.0,NT4.PNG,P09
NT4-L03,749.0,NT4.PNG,P09
NT4-L04,217.0,NT4.PNG,P09
NT4-L01,266.0,NT4.PNG,P10
NT4-L02,1082.0,NT4.PNG,P10
NT4-L01,2250.0,NT4.PNG,P10
NT4-L02,3331.0,NT4.PNG,P10
NT4-L03,3214.0,NT4.PNG,P10
NT4-L04,3916.0,NT4.PNG,P10
NT4-L05,3099.0,NT4.PNG,P10
NT4-L06,1217.0,NT4.PNG,P10
NT4-L01,3132.0,NT4.PNG,P10
NT4-L02,1466.0,NT4.PNG,P10
NT4-L03,117.0,NT4.PNG,P10
NT4-L02,2798.0,NT4.PNG,P10
NT4-L03,2049.0,NT4.PNG,P10
NT4-L02,216.0,NT4.PNG,P10
NT4-L03,1282.0,NT4.PNG,P10
NT4-L04,2848.0,NT4.PNG,P10
NT4-L05,1349.0,NT4.PNG,P10
NT4-L06,1116.0,NT4.PNG,P10
NT4-L03,200.0,NT4.PNG,P10
NT4-L06,183.0,NT4.PNG,P10
NT4-L03,1299.0,NT4.PNG,P10
NT4-L04,133.0,NT4.PNG,P11
NT4-L03,150.0,NT4.PNG,P11
NT4-L01,1799.0,NT4.PNG,P11
NT4-L02,366.0,NT4.PNG,P11
NT4-L01,217.0,NT4.PNG,P11
NT4-L02,2349.0,NT4.PNG,P11
NT4-L03,1250.0,NT4.PNG,P11
NT4-L04,117.0,NT4.PNG,P11
NT4-L03,550.0,NT4.PNG,P11
NT4-L04,117.0,NT4.PNG,P11
NT4-L03,300.0,NT4.PNG,P11
NT4-L04,1917.0,NT4.PNG,P11
NT4-L05,667.0,NT4.PNG,P11
NT4-L06,216.0,NT4.PNG,P11
NT4-L05,67.0,NT4.PNG,P11
NT4-L06,83.0,NT4.PNG,P11
NT4-L05,317.0,NT4.PNG,P11
NT4-L06,617.0,NT4.PNG,P11
NT4-L03,366.0,NT4.PNG,P11
NT4-L01,3182.0,NT4.PNG,P12
NT4-L02,7749.0,NT4.PNG,P12
NT4-L03,1834.0,NT4.PNG,P12
NT4-L02,283.0,NT4.PNG,P12
NT4-L03,2351.0,NT4.PNG,P12
NT4-L04,3664.0,NT4.PNG,P12
NT4-L05,2932.0,NT4.PNG,P12
NT4-L06,1516.0,NT4.PNG,P12
NT4-L03,1383.0,NT4.PNG,P12
NT4-L02,217.0,NT4.PNG,P12
NT4-L03,417.0,NT4.PNG,P12
NT4-L04,233.0,NT4.PNG,P12
NT4-L03,300.0,NT4.PNG,P12
NT4-L06,1216.0,NT4.PNG,P12
NT4-L03,350.0,NT4.PNG,P13
NT4-L02,300.0,NT4.PNG,P13
NT4-L01,2033.0,NT4.PNG,P13
NT4-L02,833.0,NT4.PNG,P13
NT4-L01,1499.0,NT4.PNG,P13
NT4-L02,167.0,NT4.PNG,P13
NT4-L01,200.0,NT4.PNG,P13
NT4-L02,800.0,NT4.PNG,P13
NT4-L01,416.0,NT4.PNG,P13
NT4-L02,1784.0,NT4.PNG,P13
NT4-L03,117.0,NT4.PNG,P13
NT4-L02,934.0,NT4.PNG,P13
NT4-L03,150.0,NT4.PNG,P13
NT4-L02,1183.0,NT4.PNG,P13
NT4-L03,283.0,NT4.PNG,P13
NT4-L02,683.0,NT4.PNG,P13
NT4-L03,1499.0,NT4.PNG,P13
NT4-L04,200.0,NT4.PNG,P13
NT4-L03,167.0,NT4.PNG,P13
NT4-L04,167.0,NT4.PNG,P13
NT4-L03,316.0,NT4.PNG,P13
NT4-L04,316.0,NT4.PNG,P13
NT4-L03,233.0,NT4.PNG,P13
NT4-L04,517.0,NT4.PNG,P13
NT4-L03,117.0,NT4.PNG,P13
NT4-L04,832.0,NT4.PNG,P13
NT4-L05,983.0,NT4.PNG,P13
NT4-L04,233.0,NT4.PNG,P13
NT4-L05,1816.0,NT4.PNG,P13
NT4-L04,467.0,NT4.PNG,P13
NT4-L05,1667.0,NT4.PNG,P13
NT4-L06,250.0,NT4.PNG,P13
NT4-L05,384.0,NT4.PNG,P13
NT4-L06,167.0,NT4.PNG,P13
NT4-L05,651.0,NT4.PNG,P13
NT4-L06,1099.0,NT4.PNG,P13
NT4-L05,1200.0,NT4.PNG,P13
NT4-L06,716.0,NT4.PNG,P13
NT4-L04,483.0,NT4.PNG,P13
NT4-L03,466.0,NT4.PNG,P13
NT4-L04,933.0,NT4.PNG,P13
NT4-L03,567.0,NT4.PNG,P13
NT4-L05,583.0,NT4.PNG,P13
NT4-L06,133.0,NT4.PNG,P13
NT4-L05,150.0,NT4.PNG,P13
NT4-L06,1215.0,NT4.PNG,P13
NT4-L05,217.0,NT4.PNG,P13
NT4-L06,250.0,NT4.PNG,P13
NT4-L02,466.0,NT4.PNG,P13
NT4-L03,283.0,NT4.PNG,P14
NT4-L02,684.0,NT4.PNG,P14
NT4-L01,67.0,NT4.PNG,P14
NT4-L02,1082.0,NT4.PNG,P14
NT4-L03,633.0,NT4.PNG,P14
NT4-L02,150.0,NT4.PNG,P14
NT4-L03,817.0,NT4.PNG,P14
NT4-L04,184.0,NT4.PNG,P14
NT4-L03,83.0,NT4.PNG,P14
NT4-L04,134.0,NT4.PNG,P14
NT4-L03,400.0,NT4.PNG,P14
NT4-L04,216.0,NT4.PNG,P14
NT4-L05,216.0,NT4.PNG,P14
NT4-L04,833.0,NT4.PNG,P14
NT4-L05,483.0,NT4.PNG,P14
NT4-L04,216.0,NT4.PNG,P14
NT4-L06,766.0,NT4.PNG,P14
NT4-L05,966.0,NT4.PNG,P14
NT4-L06,899.0,NT4.PNG,P14
NT4-L05,100.0,NT4.PNG,P14
NT4-L04,250.0,NT4.PNG,P14
NT4-L01,417.0,NT4.PNG,P14
NT4-L02,633.0,NT4.PNG,P14
NT4-L03,867.0,NT4.PNG,P14
NT4-L04,517.0,NT4.PNG,P14
NT4-L05,867.0,NT4.PNG,P14
NT4-L06,284.0,NT4.PNG,P14
NT4-L02,266.0,NT4.PNG,P15
NT4-L01,783.0,NT4.PNG,P15
NT4-L02,433.0,NT4.PNG,P15
NT4-L01,1834.0,NT4.PNG,P15
NT4-L02,3016.0,NT4.PNG,P15
NT4-L03,117.0,NT4.PNG,P15
NT4-L02,501.0,NT4.PNG,P15
NT4-L03,1701.0,NT4.PNG,P15
NT4-L06,117.0,NT4.PNG,P15
NT4-L03,2483.0,NT4.PNG,P15
NT4-L04,3316.0,NT4.PNG,P15
NT4-L05,2646.0,NT4.PNG,P15
NT4-L06,1865.0,NT4.PNG,P15
NT4-L03,200.0,NT4.PNG,P16
NT4-L01,2268.0,NT4.PNG,P16
NT4-L02,1701.0,NT4.PNG,P16
NT4-L03,67.0,NT4.PNG,P16
NT4-L02,1800.0,NT4.PNG,P16
NT4-L03,2531.0,NT4.PNG,P16
NT4-L02,83.0,NT4.PNG,P16
NT4-L03,767.0,NT4.PNG,P16
NT4-L04,2466.0,NT4.PNG,P16
NT4-L05,2033.0,NT4.PNG,P16
NT4-L06,1899.0,NT4.PNG,P16
NT4-L01,1249.0,NT4.PNG,P16
NT4-L02,317.0,NT4.PNG,P16
NT4-L05,200.0,NT4.PNG,P17
NT4-L04,117.0,NT4.PNG,P17
NT4-L02,150.0,NT4.PNG,P17
NT4-L01,3799.0,NT4.PNG,P17
NT4-L02,567.0,NT4.PNG,P17
NT4-L01,3298.0,NT4.PNG,P17
NT4-L02,4998.0,NT4.PNG,P17
NT4-L03,832.0,NT4.PNG,P17
NT4-L02,1715.0,NT4.PNG,P17
NT4-L03,467.0,NT4.PNG,P17
NT4-L02,350.0,NT4.PNG,P17
NT4-L03,4098.0,NT4.PNG,P17
NT4-L06,83.0,NT4.PNG,P17
NT4-L03,517.0,NT4.PNG,P17
NT4-L04,3616.0,NT4.PNG,P17
NT4-L05,2449.0,NT4.PNG,P17
NT4-L01,3897.0,NT4.PNG,P17
NT4-L02,3316.0,NT4.PNG,P17
NT4-L03,533.0,NT4.PNG,P17
NT4-L02,1432.0,NT4.PNG,P17
NT4-L03,400.0,NT4.PNG,P17
NT4-L02,83.0,NT4.PNG,P17
NT4-L01,583.0,NT4.PNG,P17
NT4-L02,650.0,NT4.PNG,P17
NT4-L03,915.0,NT4.PNG,P17
NT4-L04,217.0,NT4.PNG,P17
NT4-L03,1134.0,NT4.PNG,P17
NT4-L04,383.0,NT4.PNG,P17
NT4-L03,483.0,NT4.PNG,P17
NT4-L04,83.0,NT4.PNG,P17
NT4-L03,766.0,NT4.PNG,P17
NT4-L04,1634.0,NT4.PNG,P17
NT4-L03,500.0,NT4.PNG,P17
NT4-L05,1117.0,NT4.PNG,P17
NT4-L02,1515.0,NT4.PNG,P18
NT4-L01,166.0,NT4.PNG,P18
NT4-L03,316.0,NT4.PNG,P18
NT4-L02,416.0,NT4.PNG,P18
NT4-L03,1233.0,NT4.PNG,P18
NT4-L02,383.0,NT4.PNG,P18
NT4-L03,467.0,NT4.PNG,P18
NT4-L02,217.0,NT4.PNG,P18
NT4-L04,766.0,NT4.PNG,P18
NT4-L03,550.0,NT4.PNG,P18
NT4-L02,150.0,NT4.PNG,P18
NT4-L04,551.0,NT4.PNG,P18
NT4-L03,567.0,NT4.PNG,P18
NT4-L01,150.0,NT4.PNG,P18
NT4-L02,200.0,NT4.PNG,P18
NT4-L01,400.0,NT4.PNG,P18
NT4-L02,1001.0,NT4.PNG,P18
NT4-L03,367.0,NT4.PNG,P18
NT4-L04,83.0,NT4.PNG,P18
NT4-L05,234.0,NT4.PNG,P18
NT4-L04,234.0,NT4.PNG,P18
NT4-L05,267.0,NT4.PNG,P18
NT4-L04,983.0,NT4.PNG,P18
NT4-L05,117.0,NT4.PNG,P18
NT4-L06,117.0,NT4.PNG,P18
NT4-L05,550.0,NT4.PNG,P18
NT4-L06,350.0,NT4.PNG,P18
NT4-L01,984.0,NT4.PNG,P18
NT4-L03,150.0,NT4.PNG,P18
NT4-L03,216.0,NT4.PNG,P19
NT4-L01,1750.0,NT4.PNG,P19
NT4-L02,1850.0,NT4.PNG,P19
NT4-L03,1598.0,NT4.PNG,P19
NT4-L04,1783.0,NT4.PNG,P19
NT4-L05,1000.0,NT4.PNG,P19
NT4-L06,884.0,NT4.PNG,P19
NT4-L04,533.0,NT4.PNG,P19
NT4-L01,1466.0,NT4.PNG,P20
NT4-L02,217.0,NT4.PNG,P20
NT4-L01,3482.0,NT4.PNG,P20
NT4-L02,133.0,NT4.PNG,P20
NT4-L01,316.0,NT4.PNG,P20
NT4-L02,183.0,NT4.PNG,P20
NT4-L01,117.0,NT4.PNG,P20
NT4-L02,133.0,NT4.PNG,P20
NT4-L01,300.0,NT4.PNG,P20
NT4-L02,666.0,NT4.PNG,P20
NT4-L01,650.0,NT4.PNG,P20
NT4-L02,2199.0,NT4.PNG,P20
NT4-L03,250.0,NT4.PNG,P20
NT4-L02,482.0,NT4.PNG,P20
NT4-L03,1067.0,NT4.PNG,P20
NT4-L02,366.0,NT4.PNG,P20
NT4-L03,416.0,NT4.PNG,P20
NT4-L02,167.0,NT4.PNG,P20
NT4-L03,217.0,NT4.PNG,P20
NT4-L02,233.0,NT4.PNG,P20
NT4-L03,133.0,NT4.PNG,P20
NT4-L04,1083.0,NT4.PNG,P20
NT4-L03,100.0,NT4.PNG,P20
NT4-L04,850.0,NT4.PNG,P20
NT4-L03,933.0,NT4.PNG,P20
NT4-L05,967.0,NT4.PNG,P20
NT4-L04,83.0,NT4.PNG,P20
NT4-L05,1733.0,NT4.PNG,P20
NT4-L04,450.0,NT4.PNG,P20
NT4-L06,683.0,NT4.PNG,P20
NT4-L05,366.0,NT4.PNG,P20
NT4-L06,1033.0,NT4.PNG,P20
NT4-L02,133.0,NT4.PNG,P22
NT4-L01,3349.0,NT4.PNG,P22
NT4-L02,383.0,NT4.PNG,P22
NT4-L01,367.0,NT4.PNG,P22
NT4-L02,100.0,NT4.PNG,P22
NT4-L01,1400.0,NT4.PNG,P22
NT4-L02,433.0,NT4.PNG,P22
NT4-L03,67.0,NT4.PNG,P22
NT4-L02,766.0,NT4.PNG,P22
NT4-L03,200.0,NT4.PNG,P22
NT4-L02,150.0,NT4.PNG,P22
NT4-L03,650.0,NT4.PNG,P22
NT4-L04,233.0,NT4.PNG,P22
NT4-L02,167.0,NT4.PNG,P22
NT4-L03,150.0,NT4.PNG,P22
NT4-L04,150.0,NT4.PNG,P22
NT4-L03,100.0,NT4.PNG,P22
NT4-L04,350.0,NT4.PNG,P22
NT4-L03,67.0,NT4.PNG,P22
NT4-L04,649.0,NT4.PNG,P22
NT4-L05,533.0,NT4.PNG,P22
NT4-L03,117.0,NT4.PNG,P22
NT4-L04,317.0,NT4.PNG,P22
NT4-L03,67.0,NT4.PNG,P22
NT4-L04,1149.0,NT4.PNG,P22
NT4-L05,1032.0,NT4.PNG,P22
NT4-L06,200.0,NT4.PNG,P22
NT4-L02,67.0,NT4.PNG,P22
NT4-L01,284.0,NT4.PNG,P22
NT4-L01,1199.0,NT4.PNG,P23
NT4-L02,1050.0,NT4.PNG,P23
NT4-L03,917.0,NT4.PNG,P23
NT4-L04,1717.0,NT4.PNG,P23
NT4-L05,783.0,NT4.PNG,P23
NT4-L06,483.0,NT4.PNG,P23
NT4-L05,217.0,NT4.PNG,P23
NT4-L01,134.0,NT4.PNG,P24
NT4-L02,217.0,NT4.PNG,P24
NT4-L03,1150.0,NT4.PNG,P24
NT4-L04,450.0,NT4.PNG,P24
NT4-L03,100.0,NT4.PNG,P24
NT4-L04,1716.0,NT4.PNG,P24
NT4-L05,417.0,NT4.PNG,P24
NT4-L04,200.0,NT4.PNG,P25
NT4-L01,366.0,NT4.PNG,P25
NT4-L02,4381.0,NT4.PNG,P25
NT4-L03,283.0,NT4.PNG,P25
NT4-L02,499.0,NT4.PNG,P25
NT4-L03,849.0,NT4.PNG,P25
NT4-L02,516.0,NT4.PNG,P25
NT4-L03,2215.0,NT4.PNG,P25
NT4-L04,2449.0,NT4.PNG,P25
NT4-L05,1483.0,NT4.PNG,P25
NT4-L04,983.0,NT4.PNG,P25
NT4-L05,500.0,NT4.PNG,P25
NT4-L06,966.0,NT4.PNG,P25
NT4-L03,1050.0,NT4.PNG,P25
NT4-L05,67.0,NT4.PNG,P26
NT4-L01,550.0,NT4.PNG,P26
NT4-L02,216.0,NT4.PNG,P26
NT4-L01,100.0,NT4.PNG,P26
NT4-L03,333.0,NT4.PNG,P26
NT4-L04,134.0,NT4.PNG,P26
NT4-L05,516.0,NT4.PNG,P26
