AOIName,FixationDuration,Stimulus,Participant
SC6-L09,283.0,SC6.PNG,P02
SC6-L11,250.0,SC6.PNG,P02
SC6-L12,283.0,SC6.PNG,P02
SC6-L13,300.0,SC6.PNG,P02
SC6-L14,283.0,SC6.PNG,P02
SC6-L15,1582.0,SC6.PNG,P02
SC6-L16,1215.0,SC6.PNG,P02
SC6-L17,1016.0,SC6.PNG,P02
SC6-L18,483.0,SC6.PNG,P02
SC6-L17,350.0,SC6.PNG,P02
SC6-L16,250.0,SC6.PNG,P02
SC6-L15,616.0,SC6.PNG,P02
SC6-L16,350.0,SC6.PNG,P02
SC6-L15,167.0,SC6.PNG,P02
SC6-L16,433.0,SC6.PNG,P02
SC6-L15,383.0,SC6.PNG,P02
SC6-L17,999.0,SC6.PNG,P02
SC6-L18,233.0,SC6.PNG,P02
SC6-L17,833.0,SC6.PNG,P02
SC6-L18,400.0,SC6.PNG,P02
SC6-L17,300.0,SC6.PNG,P02
SC6-L18,1399.0,SC6.PNG,P02
SC6-L20,333.0,SC6.PNG,P02
SC6-L21,283.0,SC6.PNG,P02
SC6-L22,533.0,SC6.PNG,P02
SC6-L07,267.0,SC6.PNG,P02
SC6-L06,300.0,SC6.PNG,P02
SC6-L07,650.0,SC6.PNG,P02
SC6-L06,2715.0,SC6.PNG,P02
SC6-L05,200.0,SC6.PNG,P02
SC6-L06,366.0,SC6.PNG,P02
SC6-L09,150.0,SC6.PNG,P02
SC6-L07,150.0,SC6.PNG,P02
SC6-L10,266.0,SC6.PNG,P02
SC6-L11,217.0,SC6.PNG,P02
SC6-L12,366.0,SC6.PNG,P02
SC6-L13,950.0,SC6.PNG,P02
SC6-L19,483.0,SC6.PNG,P02
SC6-L18,1332.0,SC6.PNG,P02
SC6-L19,233.0,SC6.PNG,P02
SC6-L22,1699.0,SC6.PNG,P02
SC6-L23,333.0,SC6.PNG,P02
SC6-L22,333.0,SC6.PNG,P02
SC6-L20,250.0,SC6.PNG,P02
SC6-L22,983.0,SC6.PNG,P02
SC6-L09,216.0,SC6.PNG,P02_2
SC6-L06,200.0,SC6.PNG,P02_2
SC6-L03,650.0,SC6.PNG,P02_2
SC6-L04,183.0,SC6.PNG,P02_2
SC6-L05,966.0,SC6.PNG,P02_2
SC6-L04,582.0,SC6.PNG,P02_2
SC6-L06,350.0,SC6.PNG,P02_2
SC6-L05,316.0,SC6.PNG,P02_2
SC6-L06,1132.0,SC6.PNG,P02_2
SC6-L07,3431.0,SC6.PNG,P02_2
SC6-L06,183.0,SC6.PNG,P02_2
SC6-L07,1449.0,SC6.PNG,P02_2
SC6-L10,899.0,SC6.PNG,P02_2
SC6-L11,366.0,SC6.PNG,P02_2
SC6-L10,466.0,SC6.PNG,P02_2
SC6-L11,966.0,SC6.PNG,P02_2
SC6-L12,316.0,SC6.PNG,P02_2
SC6-L10,333.0,SC6.PNG,P02_2
SC6-L12,800.0,SC6.PNG,P02_2
SC6-L09,283.0,SC6.PNG,P02_2
SC6-L12,250.0,SC6.PNG,P02_2
SC6-L13,583.0,SC6.PNG,P02_2
SC6-L15,1016.0,SC6.PNG,P02_2
SC6-L16,450.0,SC6.PNG,P02_2
SC6-L15,550.0,SC6.PNG,P02_2
SC6-L22,500.0,SC6.PNG,P02_2
SC6-L16,1632.0,SC6.PNG,P02_2
SC6-L15,266.0,SC6.PNG,P02_2
SC6-L16,283.0,SC6.PNG,P02_2
SC6-L17,483.0,SC6.PNG,P02_2
SC6-L18,300.0,SC6.PNG,P02_2
SC6-L17,266.0,SC6.PNG,P02_2
SC6-L18,1216.0,SC6.PNG,P02_2
SC6-L20,233.0,SC6.PNG,P02_2
SC6-L22,1016.0,SC6.PNG,P02_2
SC6-L23,200.0,SC6.PNG,P02_2
SC6-L21,183.0,SC6.PNG,P02_2
SC6-L20,184.0,SC6.PNG,P02_2
SC6-L22,117.0,SC6.PNG,P02_2
SC6-L23,217.0,SC6.PNG,P02_2
SC6-L21,216.0,SC6.PNG,P02_2
SC6-L01,133.0,SC6.PNG,P03
SC6-L02,67.0,SC6.PNG,P03
SC6-L04,234.0,SC6.PNG,P03
SC6-L02,67.0,SC6.PNG,P03
SC6-L03,217.0,SC6.PNG,P03
SC6-L05,150.0,SC6.PNG,P03
SC6-L07,100.0,SC6.PNG,P03
SC6-L06,216.0,SC6.PNG,P03
SC6-L10,566.0,SC6.PNG,P03
SC6-L15,133.0,SC6.PNG,P03
SC6-L11,217.0,SC6.PNG,P03
SC6-L10,133.0,SC6.PNG,P03
SC6-L06,183.0,SC6.PNG,P03
SC6-L11,383.0,SC6.PNG,P03
SC6-L12,784.0,SC6.PNG,P03
SC6-L13,183.0,SC6.PNG,P03
SC6-L15,566.0,SC6.PNG,P03
SC6-L16,183.0,SC6.PNG,P03
SC6-L17,117.0,SC6.PNG,P03
SC6-L16,500.0,SC6.PNG,P03
SC6-L17,801.0,SC6.PNG,P03
SC6-L18,350.0,SC6.PNG,P03
SC6-L19,500.0,SC6.PNG,P03
SC6-L18,183.0,SC6.PNG,P03
SC6-L19,150.0,SC6.PNG,P03
SC6-L18,200.0,SC6.PNG,P03
SC6-L19,133.0,SC6.PNG,P03
SC6-L18,1049.0,SC6.PNG,P03
SC6-L22,183.0,SC6.PNG,P03
SC6-L21,133.0,SC6.PNG,P03
SC6-L22,1182.0,SC6.PNG,P03
SC6-L23,649.0,SC6.PNG,P03
SC6-L24,100.0,SC6.PNG,P03
SC6-L23,567.0,SC6.PNG,P03
SC6-L17,200.0,SC6.PNG,P03
SC6-L19,817.0,SC6.PNG,P03
SC6-L09,117.0,SC6.PNG,P03_2
SC6-L07,83.0,SC6.PNG,P03_2
SC6-L04,100.0,SC6.PNG,P03_2
SC6-L03,183.0,SC6.PNG,P03_2
SC6-L07,383.0,SC6.PNG,P03_2
SC6-L09,250.0,SC6.PNG,P03_2
SC6-L07,117.0,SC6.PNG,P03_2
SC6-L09,366.0,SC6.PNG,P03_2
SC6-L15,67.0,SC6.PNG,P03_2
SC6-L16,117.0,SC6.PNG,P03_2
SC6-L18,67.0,SC6.PNG,P03_2
SC6-L23,83.0,SC6.PNG,P03_2
SC6-L16,383.0,SC6.PNG,P03_2
SC6-L12,233.0,SC6.PNG,P03_2
SC6-L13,167.0,SC6.PNG,P03_2
SC6-L05,67.0,SC6.PNG,P03_2
SC6-L04,167.0,SC6.PNG,P03_2
SC6-L15,233.0,SC6.PNG,P03_2
SC6-L13,67.0,SC6.PNG,P03_2
SC6-L11,167.0,SC6.PNG,P03_2
SC6-L13,67.0,SC6.PNG,P03_2
SC6-L09,67.0,SC6.PNG,P03_2
SC6-L10,117.0,SC6.PNG,P03_2
SC6-L11,100.0,SC6.PNG,P03_2
SC6-L22,67.0,SC6.PNG,P03_2
SC6-L21,133.0,SC6.PNG,P03_2
SC6-L06,200.0,SC6.PNG,P04
SC6-L01,1499.0,SC6.PNG,P04
SC6-L05,150.0,SC6.PNG,P04
SC6-L04,283.0,SC6.PNG,P04
SC6-L05,400.0,SC6.PNG,P04
SC6-L06,1099.0,SC6.PNG,P04
SC6-L09,167.0,SC6.PNG,P04
SC6-L06,350.0,SC6.PNG,P04
SC6-L07,250.0,SC6.PNG,P04
SC6-L09,267.0,SC6.PNG,P04
SC6-L10,250.0,SC6.PNG,P04
SC6-L09,250.0,SC6.PNG,P04
SC6-L11,550.0,SC6.PNG,P04
SC6-L12,217.0,SC6.PNG,P04
SC6-L13,366.0,SC6.PNG,P04
SC6-L15,1098.0,SC6.PNG,P04
SC6-L16,666.0,SC6.PNG,P04
SC6-L17,233.0,SC6.PNG,P04
SC6-L16,233.0,SC6.PNG,P04
SC6-L17,450.0,SC6.PNG,P04
SC6-L23,400.0,SC6.PNG,P04
SC6-L22,400.0,SC6.PNG,P04
SC6-L23,350.0,SC6.PNG,P04
SC6-L22,350.0,SC6.PNG,P04
SC6-L23,1332.0,SC6.PNG,P04
SC6-L24,167.0,SC6.PNG,P04
SC6-L19,616.0,SC6.PNG,P04
SC6-L17,383.0,SC6.PNG,P04
SC6-L09,250.0,SC6.PNG,P04
SC6-L06,417.0,SC6.PNG,P04
SC6-L09,200.0,SC6.PNG,P04
SC6-L10,67.0,SC6.PNG,P04
SC6-L06,266.0,SC6.PNG,P04
SC6-L03,350.0,SC6.PNG,P04
SC6-L04,550.0,SC6.PNG,P04
SC6-L05,216.0,SC6.PNG,P04
SC6-L06,200.0,SC6.PNG,P04
SC6-L09,334.0,SC6.PNG,P04
SC6-L07,200.0,SC6.PNG,P04
SC6-L10,367.0,SC6.PNG,P04
SC6-L11,200.0,SC6.PNG,P04
SC6-L12,183.0,SC6.PNG,P04
SC6-L15,650.0,SC6.PNG,P04
SC6-L16,217.0,SC6.PNG,P04
SC6-L15,300.0,SC6.PNG,P04
SC6-L16,399.0,SC6.PNG,P04
SC6-L17,416.0,SC6.PNG,P04
SC6-L16,300.0,SC6.PNG,P04
SC6-L17,983.0,SC6.PNG,P04
SC6-L16,1250.0,SC6.PNG,P04
SC6-L18,1416.0,SC6.PNG,P04
SC6-L19,1166.0,SC6.PNG,P04
SC6-L24,217.0,SC6.PNG,P04
SC6-L23,416.0,SC6.PNG,P04
SC6-L24,450.0,SC6.PNG,P04
SC6-L11,233.0,SC6.PNG,P04
SC6-L06,67.0,SC6.PNG,P04
SC6-L10,300.0,SC6.PNG,P04
SC6-L09,217.0,SC6.PNG,P04
SC6-L07,233.0,SC6.PNG,P04
SC6-L09,200.0,SC6.PNG,P04
SC6-L06,516.0,SC6.PNG,P04
SC6-L07,117.0,SC6.PNG,P04
SC6-L09,350.0,SC6.PNG,P04
SC6-L16,283.0,SC6.PNG,P04
SC6-L18,516.0,SC6.PNG,P04
SC6-L01,233.0,SC6.PNG,P04
SC6-L02,200.0,SC6.PNG,P04
SC6-L06,117.0,SC6.PNG,P04
SC6-L07,167.0,SC6.PNG,P04
SC6-L06,450.0,SC6.PNG,P04
SC6-L05,366.0,SC6.PNG,P04
SC6-L06,133.0,SC6.PNG,P04
SC6-L24,1315.0,SC6.PNG,P04
SC6-L23,533.0,SC6.PNG,P04
SC6-L24,266.0,SC6.PNG,P04
SC6-L23,350.0,SC6.PNG,P04
SC6-L12,217.0,SC6.PNG,P04
SC6-L06,683.0,SC6.PNG,P04
SC6-L23,267.0,SC6.PNG,P04
SC6-L16,849.0,SC6.PNG,P04
SC6-L17,483.0,SC6.PNG,P04
SC6-L19,266.0,SC6.PNG,P04
SC6-L09,183.0,SC6.PNG,P04
SC6-L10,250.0,SC6.PNG,P04
SC6-L13,133.0,SC6.PNG,P04
SC6-L06,316.0,SC6.PNG,P04
SC6-L09,1232.0,SC6.PNG,P04
SC6-L05,183.0,SC6.PNG,P04
SC6-L02,516.0,SC6.PNG,P04
SC6-L04,316.0,SC6.PNG,P04
SC6-L22,167.0,SC6.PNG,P04
SC6-L13,150.0,SC6.PNG,P05
SC6-L05,133.0,SC6.PNG,P05
SC6-L01,150.0,SC6.PNG,P05
SC6-L02,533.0,SC6.PNG,P05
SC6-L04,167.0,SC6.PNG,P05
SC6-L01,783.0,SC6.PNG,P05
SC6-L02,400.0,SC6.PNG,P05
SC6-L01,200.0,SC6.PNG,P05
SC6-L02,117.0,SC6.PNG,P05
SC6-L01,1232.0,SC6.PNG,P05
SC6-L02,350.0,SC6.PNG,P05
SC6-L03,67.0,SC6.PNG,P05
SC6-L02,133.0,SC6.PNG,P05
SC6-L04,384.0,SC6.PNG,P05
SC6-L02,217.0,SC6.PNG,P05
SC6-L03,183.0,SC6.PNG,P05
SC6-L04,383.0,SC6.PNG,P05
SC6-L02,483.0,SC6.PNG,P05
SC6-L03,882.0,SC6.PNG,P05
SC6-L04,600.0,SC6.PNG,P05
SC6-L03,67.0,SC6.PNG,P05
SC6-L02,300.0,SC6.PNG,P05
SC6-L04,1267.0,SC6.PNG,P05
SC6-L05,816.0,SC6.PNG,P05
SC6-L04,967.0,SC6.PNG,P05
SC6-L05,350.0,SC6.PNG,P05
SC6-L03,316.0,SC6.PNG,P05
SC6-L05,915.0,SC6.PNG,P05
SC6-L04,516.0,SC6.PNG,P05
SC6-L01,550.0,SC6.PNG,P05
SC6-L02,834.0,SC6.PNG,P05
SC6-L06,566.0,SC6.PNG,P05
SC6-L07,200.0,SC6.PNG,P05
SC6-L06,167.0,SC6.PNG,P05
SC6-L07,683.0,SC6.PNG,P05
SC6-L05,600.0,SC6.PNG,P05
SC6-L04,183.0,SC6.PNG,P05
SC6-L05,233.0,SC6.PNG,P05
SC6-L04,150.0,SC6.PNG,P05
SC6-L05,349.0,SC6.PNG,P05
SC6-L07,1465.0,SC6.PNG,P05
SC6-L06,1199.0,SC6.PNG,P05
SC6-L09,2781.0,SC6.PNG,P05
SC6-L10,1850.0,SC6.PNG,P05
SC6-L09,766.0,SC6.PNG,P05
SC6-L10,266.0,SC6.PNG,P05
SC6-L11,450.0,SC6.PNG,P05
SC6-L09,283.0,SC6.PNG,P05
SC6-L10,433.0,SC6.PNG,P05
SC6-L12,500.0,SC6.PNG,P05
SC6-L09,950.0,SC6.PNG,P05
SC6-L13,483.0,SC6.PNG,P05
SC6-L15,2581.0,SC6.PNG,P05
SC6-L16,933.0,SC6.PNG,P05
SC6-L17,67.0,SC6.PNG,P05
SC6-L16,5343.0,SC6.PNG,P05
SC6-L15,400.0,SC6.PNG,P05
SC6-L16,516.0,SC6.PNG,P05
SC6-L17,850.0,SC6.PNG,P05
SC6-L19,150.0,SC6.PNG,P05
SC6-L18,1133.0,SC6.PNG,P05
SC6-L21,399.0,SC6.PNG,P05
SC6-L18,1782.0,SC6.PNG,P05
SC6-L19,217.0,SC6.PNG,P05
SC6-L18,250.0,SC6.PNG,P05
SC6-L21,716.0,SC6.PNG,P05
SC6-L22,1598.0,SC6.PNG,P05
SC6-L23,100.0,SC6.PNG,P05
SC6-L22,100.0,SC6.PNG,P05
SC6-L23,284.0,SC6.PNG,P05
SC6-L24,1232.0,SC6.PNG,P05
SC6-L21,733.0,SC6.PNG,P05
SC6-L22,784.0,SC6.PNG,P05
SC6-L10,217.0,SC6.PNG,P05
SC6-L09,517.0,SC6.PNG,P05
SC6-L11,516.0,SC6.PNG,P05
SC6-L10,400.0,SC6.PNG,P05
SC6-L11,250.0,SC6.PNG,P05
SC6-L12,283.0,SC6.PNG,P05
SC6-L07,183.0,SC6.PNG,P05
SC6-L06,533.0,SC6.PNG,P05
SC6-L05,100.0,SC6.PNG,P05
SC6-L04,83.0,SC6.PNG,P05
SC6-L01,550.0,SC6.PNG,P05
SC6-L23,117.0,SC6.PNG,P05
SC6-L15,433.0,SC6.PNG,P05
SC6-L02,317.0,SC6.PNG,P05_2
SC6-L03,150.0,SC6.PNG,P05_2
SC6-L02,133.0,SC6.PNG,P05_2
SC6-L04,183.0,SC6.PNG,P05_2
SC6-L03,67.0,SC6.PNG,P05_2
SC6-L04,516.0,SC6.PNG,P05_2
SC6-L05,250.0,SC6.PNG,P05_2
SC6-L04,1250.0,SC6.PNG,P05_2
SC6-L05,617.0,SC6.PNG,P05_2
SC6-L04,566.0,SC6.PNG,P05_2
SC6-L05,483.0,SC6.PNG,P05_2
SC6-L06,883.0,SC6.PNG,P05_2
SC6-L07,3599.0,SC6.PNG,P05_2
SC6-L06,233.0,SC6.PNG,P05_2
SC6-L07,383.0,SC6.PNG,P05_2
SC6-L09,1233.0,SC6.PNG,P05_2
SC6-L07,150.0,SC6.PNG,P05_2
SC6-L10,67.0,SC6.PNG,P05_2
SC6-L09,933.0,SC6.PNG,P05_2
SC6-L06,266.0,SC6.PNG,P05_2
SC6-L07,117.0,SC6.PNG,P05_2
SC6-L10,750.0,SC6.PNG,P05_2
SC6-L11,133.0,SC6.PNG,P05_2
SC6-L12,317.0,SC6.PNG,P05_2
SC6-L10,483.0,SC6.PNG,P05_2
SC6-L09,167.0,SC6.PNG,P05_2
SC6-L10,466.0,SC6.PNG,P05_2
SC6-L11,433.0,SC6.PNG,P05_2
SC6-L09,300.0,SC6.PNG,P05_2
SC6-L12,583.0,SC6.PNG,P05_2
SC6-L13,183.0,SC6.PNG,P05_2
SC6-L09,250.0,SC6.PNG,P05_2
SC6-L10,133.0,SC6.PNG,P05_2
SC6-L15,2049.0,SC6.PNG,P05_2
SC6-L16,2048.0,SC6.PNG,P05_2
SC6-L17,717.0,SC6.PNG,P05_2
SC6-L18,2533.0,SC6.PNG,P05_2
SC6-L19,865.0,SC6.PNG,P05_2
SC6-L17,350.0,SC6.PNG,P05_2
SC6-L21,849.0,SC6.PNG,P05_2
SC6-L22,1582.0,SC6.PNG,P05_2
SC6-L23,1832.0,SC6.PNG,P05_2
SC6-L22,766.0,SC6.PNG,P05_2
SC6-L23,266.0,SC6.PNG,P05_2
SC6-L11,117.0,SC6.PNG,P05_2
SC6-L12,533.0,SC6.PNG,P05_2
SC6-L11,117.0,SC6.PNG,P05_2
SC6-L12,183.0,SC6.PNG,P05_2
SC6-L13,334.0,SC6.PNG,P05_2
SC6-L23,383.0,SC6.PNG,P05_2
SC6-L24,150.0,SC6.PNG,P05_2
SC6-L22,233.0,SC6.PNG,P05_2
SC6-L23,733.0,SC6.PNG,P05_2
SC6-L22,200.0,SC6.PNG,P05_2
SC6-L24,217.0,SC6.PNG,P05_2
SC6-L23,982.0,SC6.PNG,P05_2
SC6-L24,466.0,SC6.PNG,P05_2
SC6-L22,516.0,SC6.PNG,P05_2
SC6-L06,216.0,SC6.PNG,P05_2
SC6-L07,167.0,SC6.PNG,P05_2
SC6-L10,649.0,SC6.PNG,P05_2
SC6-L03,383.0,SC6.PNG,P06
SC6-L02,266.0,SC6.PNG,P06
SC6-L04,200.0,SC6.PNG,P06
SC6-L07,167.0,SC6.PNG,P06
SC6-L06,117.0,SC6.PNG,P06
SC6-L02,183.0,SC6.PNG,P06
SC6-L04,300.0,SC6.PNG,P06
SC6-L07,100.0,SC6.PNG,P06
SC6-L05,167.0,SC6.PNG,P06
SC6-L07,383.0,SC6.PNG,P06
SC6-L06,1332.0,SC6.PNG,P06
SC6-L05,716.0,SC6.PNG,P06
SC6-L06,1200.0,SC6.PNG,P06
SC6-L08,300.0,SC6.PNG,P06
SC6-L09,2183.0,SC6.PNG,P06
SC6-L11,117.0,SC6.PNG,P06
SC6-L12,399.0,SC6.PNG,P06
SC6-L11,450.0,SC6.PNG,P06
SC6-L12,583.0,SC6.PNG,P06
SC6-L13,732.0,SC6.PNG,P06
SC6-L16,266.0,SC6.PNG,P06
SC6-L17,167.0,SC6.PNG,P06
SC6-L16,2465.0,SC6.PNG,P06
SC6-L17,1649.0,SC6.PNG,P06
SC6-L16,183.0,SC6.PNG,P06
SC6-L15,566.0,SC6.PNG,P06
SC6-L18,650.0,SC6.PNG,P06
SC6-L17,700.0,SC6.PNG,P06
SC6-L18,1016.0,SC6.PNG,P06
SC6-L19,933.0,SC6.PNG,P06
SC6-L18,533.0,SC6.PNG,P06
SC6-L21,200.0,SC6.PNG,P06
SC6-L22,400.0,SC6.PNG,P06
SC6-L23,1398.0,SC6.PNG,P06
SC6-L24,500.0,SC6.PNG,P06
SC6-L23,100.0,SC6.PNG,P06
SC6-L24,350.0,SC6.PNG,P06
SC6-L22,100.0,SC6.PNG,P06
SC6-L11,83.0,SC6.PNG,P06
SC6-L12,200.0,SC6.PNG,P06
SC6-L09,250.0,SC6.PNG,P06
SC6-L04,183.0,SC6.PNG,P06
SC6-L23,233.0,SC6.PNG,P06
SC6-L16,83.0,SC6.PNG,P06_2
SC6-L13,117.0,SC6.PNG,P06_2
SC6-L12,150.0,SC6.PNG,P06_2
SC6-L10,1349.0,SC6.PNG,P06_2
SC6-L11,334.0,SC6.PNG,P06_2
SC6-L12,1133.0,SC6.PNG,P06_2
SC6-L13,117.0,SC6.PNG,P06_2
SC6-L12,233.0,SC6.PNG,P06_2
SC6-L13,384.0,SC6.PNG,P06_2
SC6-L15,1182.0,SC6.PNG,P06_2
SC6-L16,133.0,SC6.PNG,P06_2
SC6-L15,150.0,SC6.PNG,P06_2
SC6-L16,234.0,SC6.PNG,P06_2
SC6-L15,183.0,SC6.PNG,P06_2
SC6-L16,183.0,SC6.PNG,P06_2
SC6-L17,217.0,SC6.PNG,P06_2
SC6-L16,83.0,SC6.PNG,P06_2
SC6-L17,283.0,SC6.PNG,P06_2
SC6-L18,67.0,SC6.PNG,P06_2
SC6-L17,566.0,SC6.PNG,P06_2
SC6-L18,933.0,SC6.PNG,P06_2
SC6-L19,850.0,SC6.PNG,P06_2
SC6-L21,67.0,SC6.PNG,P06_2
SC6-L23,150.0,SC6.PNG,P06_2
SC6-L22,266.0,SC6.PNG,P06_2
SC6-L23,67.0,SC6.PNG,P06_2
SC6-L22,517.0,SC6.PNG,P06_2
SC6-L24,200.0,SC6.PNG,P06_2
SC6-L17,416.0,SC6.PNG,P06_2
SC6-L23,167.0,SC6.PNG,P06_2
SC6-L18,400.0,SC6.PNG,P06_2
SC6-L17,566.0,SC6.PNG,P06_2
SC6-L06,83.0,SC6.PNG,P07
SC6-L03,250.0,SC6.PNG,P07
SC6-L02,200.0,SC6.PNG,P07
SC6-L04,500.0,SC6.PNG,P07
SC6-L05,416.0,SC6.PNG,P07
SC6-L04,583.0,SC6.PNG,P07
SC6-L05,783.0,SC6.PNG,P07
SC6-L06,117.0,SC6.PNG,P07
SC6-L07,1299.0,SC6.PNG,P07
SC6-L10,716.0,SC6.PNG,P07
SC6-L11,1016.0,SC6.PNG,P07
SC6-L09,250.0,SC6.PNG,P07
SC6-L12,200.0,SC6.PNG,P07
SC6-L13,167.0,SC6.PNG,P07
SC6-L12,83.0,SC6.PNG,P07
SC6-L09,200.0,SC6.PNG,P07
SC6-L12,117.0,SC6.PNG,P07
SC6-L13,367.0,SC6.PNG,P07
SC6-L15,167.0,SC6.PNG,P07
SC6-L16,1017.0,SC6.PNG,P07
SC6-L17,2334.0,SC6.PNG,P07
SC6-L18,1415.0,SC6.PNG,P07
SC6-L17,850.0,SC6.PNG,P07
SC6-L19,300.0,SC6.PNG,P07
SC6-L18,317.0,SC6.PNG,P07
SC6-L19,216.0,SC6.PNG,P07
SC6-L21,100.0,SC6.PNG,P07
SC6-L22,283.0,SC6.PNG,P07
SC6-L23,217.0,SC6.PNG,P07
SC6-L22,500.0,SC6.PNG,P07
SC6-L21,433.0,SC6.PNG,P07
SC6-L22,500.0,SC6.PNG,P07
SC6-L23,550.0,SC6.PNG,P07
SC6-L24,433.0,SC6.PNG,P07
SC6-L18,167.0,SC6.PNG,P07
SC6-L17,233.0,SC6.PNG,P07
SC6-L18,567.0,SC6.PNG,P07
SC6-L19,167.0,SC6.PNG,P07
SC6-L23,167.0,SC6.PNG,P07
SC6-L24,266.0,SC6.PNG,P07
SC6-L06,100.0,SC6.PNG,P07_2
SC6-L04,749.0,SC6.PNG,P07_2
SC6-L03,300.0,SC6.PNG,P07_2
SC6-L05,1016.0,SC6.PNG,P07_2
SC6-L07,566.0,SC6.PNG,P07_2
SC6-L10,1349.0,SC6.PNG,P07_2
SC6-L11,433.0,SC6.PNG,P07_2
SC6-L12,733.0,SC6.PNG,P07_2
SC6-L16,316.0,SC6.PNG,P07_2
SC6-L15,150.0,SC6.PNG,P07_2
SC6-L16,533.0,SC6.PNG,P07_2
SC6-L17,300.0,SC6.PNG,P07_2
SC6-L18,266.0,SC6.PNG,P07_2
SC6-L21,100.0,SC6.PNG,P07_2
SC6-L22,150.0,SC6.PNG,P07_2
SC6-L23,1449.0,SC6.PNG,P07_2
SC6-L09,100.0,SC6.PNG,P08
SC6-L02,250.0,SC6.PNG,P08
SC6-L03,250.0,SC6.PNG,P08
SC6-L04,449.0,SC6.PNG,P08
SC6-L03,932.0,SC6.PNG,P08
SC6-L04,217.0,SC6.PNG,P08
SC6-L06,200.0,SC6.PNG,P08
SC6-L05,566.0,SC6.PNG,P08
SC6-L06,2381.0,SC6.PNG,P08
SC6-L07,1333.0,SC6.PNG,P08
SC6-L10,1349.0,SC6.PNG,P08
SC6-L11,1432.0,SC6.PNG,P08
SC6-L12,483.0,SC6.PNG,P08
SC6-L11,67.0,SC6.PNG,P08
SC6-L12,1267.0,SC6.PNG,P08
SC6-L13,1282.0,SC6.PNG,P08
SC6-L15,633.0,SC6.PNG,P08
SC6-L09,333.0,SC6.PNG,P08
SC6-L06,350.0,SC6.PNG,P08
SC6-L05,316.0,SC6.PNG,P08
SC6-L10,300.0,SC6.PNG,P08
SC6-L06,1633.0,SC6.PNG,P08
SC6-L13,216.0,SC6.PNG,P08
SC6-L12,183.0,SC6.PNG,P08
SC6-L10,283.0,SC6.PNG,P08
SC6-L13,816.0,SC6.PNG,P08
SC6-L12,183.0,SC6.PNG,P08
SC6-L06,965.0,SC6.PNG,P08
SC6-L11,183.0,SC6.PNG,P08
SC6-L07,384.0,SC6.PNG,P08
SC6-L09,283.0,SC6.PNG,P08
SC6-L10,283.0,SC6.PNG,P08
SC6-L11,283.0,SC6.PNG,P08
SC6-L06,683.0,SC6.PNG,P08
SC6-L15,1200.0,SC6.PNG,P08
SC6-L16,117.0,SC6.PNG,P08
SC6-L15,266.0,SC6.PNG,P08
SC6-L16,966.0,SC6.PNG,P08
SC6-L17,150.0,SC6.PNG,P08
SC6-L16,1484.0,SC6.PNG,P08
